week,state,value
2020-07-25,California,2.594871794871795
2020-07-25,Colorado,0.559322033898305
2020-07-25,Connecticut,0.4166666666666667
2020-07-25,Delaware,1.0
2020-07-25,Maryland,0.9852941176470589
2020-07-25,Florida,6.265486725663717
2020-07-25,Georgia,3.4272727272727272
2020-07-25,Hawaii,No Data
2020-07-25,Idaho,2.25
2020-07-25,Illinois,0.656
2020-07-25,Indiana,1.1159420289855073
2020-07-25,Iowa,1.46875
2020-07-25,Kansas,1.206896551724138
2020-07-25,Kentucky,1.0888888888888888
2020-07-25,Louisiana,4.956521739130435
2020-07-25,Maine,No Data
2020-07-25,Massachusetts,0.5285714285714286
2020-07-25,Michigan,0.37
2020-07-25,Minnesota,0.5964912280701754
2020-07-25,Mississippi,5.689655172413793
2020-07-25,Missouri,1.435483870967742
2020-07-25,Montana,1.0909090909090908
2020-07-25,Nebraska,0.7
2020-07-25,Nevada,2.9375
2020-07-25,New Hampshire,No Data
2020-07-25,New Jersey,0.7096774193548387
2020-07-25,New Mexico,2.380952380952381
2020-07-25,New York,0.46938775510204084
2020-07-25,North Carolina,1.7314814814814814
2020-07-25,North Dakota,1.25
2020-07-25,Ohio,1.6101694915254237
2020-07-25,Oklahoma,1.6585365853658536
2020-07-25,Oregon,0.6190476190476191
2020-07-25,Pennsylvania,0.7307692307692307
2020-07-25,Puerto Rico,0.054
2020-07-25,Rhode Island,No Data
2020-07-25,South Carolina,5.944444444444445
2020-07-25,South Dakota,1.6666666666666667
2020-07-25,Tennessee,2.2253521126760565
2020-07-25,Texas,6.213114754098361
2020-07-25,Utah,1.3235294117647058
2020-07-25,Vermont,0.0
2020-07-25,Virginia,1.0344827586206897
2020-07-25,Washington,0.9871794871794872
2020-07-25,West Virginia,No Data
2020-07-25,Wisconsin,0.8983050847457628
2020-07-25,Wyoming,No Data
2020-08-01,Alabama,5.1568627450980395
2020-08-01,Alaska,No Data
2020-08-01,Arizona,5.27027027027027
2020-08-01,Arkansas,2.838709677419355
2020-08-01,California,2.58974358974359
2020-08-01,Colorado,0.6101694915254238
2020-08-01,Connecticut,0.2777777777777778
2020-08-01,Delaware,No Data
2020-08-01,Maryland,1.3088235294117647
2020-08-01,Florida,6.699115044247788
2020-08-01,Georgia,3.8181818181818183
2020-08-01,Hawaii,No Data
2020-08-01,Idaho,2.5
2020-08-01,Illinois,0.72
2020-08-01,Indiana,1.144927536231884
2020-08-01,Iowa,1.59375
2020-08-01,Kansas,1.3793103448275863
2020-08-01,Kentucky,1.0444444444444445
2020-08-01,Louisiana,5.195652173913044
2020-08-01,Maine,No Data
2020-08-01,Massachusetts,0.45714285714285713
2020-08-01,Michigan,0.57
2020-08-01,Minnesota,0.631578947368421
2020-08-01,Mississippi,7.9655172413793105
2020-08-01,Missouri,1.2741935483870968
2020-08-01,Montana,1.4545454545454546
2020-08-01,Nebraska,0.65
2020-08-01,Nevada,3.375
2020-08-01,New Hampshire,No Data
2020-08-01,New Jersey,0.6774193548387096
2020-08-01,New Mexico,2.0952380952380953
2020-08-01,New York,0.3877551020408163
2020-08-01,North Carolina,1.9814814814814814
2020-08-01,North Dakota,No Data
2020-08-01,Ohio,1.6016949152542372
2020-08-01,Oklahoma,1.829268292682927
2020-08-01,Oregon,0.7619047619047619
2020-08-01,Pennsylvania,0.7923076923076923
2020-08-01,Puerto Rico,0.078
2020-08-01,Rhode Island,No Data
2020-08-01,South Carolina,5.333333333333333
2020-08-01,South Dakota,No Data
2020-08-01,Tennessee,2.4225352112676055
2020-08-01,Texas,5.675409836065573
2020-08-01,Utah,0.7647058823529411
2020-08-01,Vermont,No Data
2020-08-01,Virginia,1.2183908045977012
2020-08-01,Washington,1.1794871794871795
2020-08-01,West Virginia,0.9444444444444444
2020-08-01,Wisconsin,0.8135593220338984
2020-08-01,Wyoming,No Data
2020-08-08,Alabama,5.176470588235294
2020-08-08,Alaska,No Data
2020-08-08,Arizona,4.121621621621622
2020-08-08,Arkansas,2.935483870967742
2020-08-08,California,2.5589743589743588
2020-08-08,Colorado,0.6610169491525424
2020-08-08,Connecticut,No Data
2020-08-08,Delaware,No Data
2020-08-08,Maryland,1.0588235294117647
2020-08-08,Florida,6.216814159292035
2020-08-08,Georgia,4.3090909090909095
2020-08-08,Hawaii,No Data
2020-08-08,Idaho,2.0
2020-08-08,Illinois,0.784
2020-08-08,Indiana,1.1159420289855073
2020-08-08,Iowa,1.65625
2020-08-08,Kansas,1.2758620689655173
2020-08-08,Kentucky,1.2
2020-08-08,Louisiana,5.5
2020-08-08,Maine,No Data
2020-08-08,Massachusetts,0.4
2020-08-08,Michigan,0.45
2020-08-08,Minnesota,0.8070175438596491
2020-08-08,Mississippi,7.0344827586206895
2020-08-08,Missouri,1.596774193548387
2020-08-08,Montana,1.3636363636363635
2020-08-08,Nebraska,1.2
2020-08-08,Nevada,4.09375
2020-08-08,New Hampshire,No Data
2020-08-08,New Jersey,0.3870967741935484
2020-08-08,New Mexico,1.3333333333333333
2020-08-08,New York,0.29081632653061223
2020-08-08,North Carolina,1.787037037037037
2020-08-08,North Dakota,No Data
2020-08-08,Ohio,1.38135593220339
2020-08-08,Oklahoma,1.7804878048780488
2020-08-08,Oregon,0.7380952380952381
2020-08-08,Pennsylvania,1.0538461538461539
2020-08-08,Puerto Rico,0.084
2020-08-08,Rhode Island,No Data
2020-08-08,South Carolina,4.981481481481482
2020-08-08,South Dakota,No Data
2020-08-08,Tennessee,2.507042253521127
2020-08-08,Texas,4.908196721311476
2020-08-08,Utah,0.8529411764705882
2020-08-08,Vermont,0.0
2020-08-08,Virginia,1.0459770114942528
2020-08-08,Washington,1.0897435897435896
2020-08-08,West Virginia,1.2222222222222223
2020-08-08,Wisconsin,1.0169491525423728
2020-08-08,Wyoming,No Data
2020-08-15,Alabama,4.509803921568627
2020-08-15,Alaska,No Data
2020-08-15,Arizona,3.364864864864865
2020-08-15,Arkansas,2.967741935483871
2020-08-15,California,2.2512820512820513
2020-08-15,Colorado,0.4745762711864407
2020-08-15,Connecticut,No Data
2020-08-15,Delaware,No Data
2020-08-15,Maryland,0.8970588235294118
2020-08-15,Florida,5.243362831858407
2020-08-15,Georgia,3.881818181818182
2020-08-15,Hawaii,0.9285714285714286
2020-08-15,Idaho,1.65
2020-08-15,Illinois,0.832
2020-08-15,Indiana,1.4782608695652173
2020-08-15,Iowa,1.78125
2020-08-15,Kansas,1.3793103448275863
2020-08-15,Kentucky,1.4222222222222223
2020-08-15,Louisiana,4.413043478260869
2020-08-15,Maine,No Data
2020-08-15,Massachusetts,0.32857142857142857
2020-08-15,Michigan,0.63
2020-08-15,Minnesota,0.8947368421052632
2020-08-15,Mississippi,6.793103448275862
2020-08-15,Missouri,1.7419354838709677
2020-08-15,Montana,No Data
2020-08-15,Nebraska,1.15
2020-08-15,Nevada,3.625
2020-08-15,New Hampshire,No Data
2020-08-15,New Jersey,0.4838709677419355
2020-08-15,New Mexico,1.0
2020-08-15,New York,0.3469387755102041
2020-08-15,North Carolina,1.9722222222222223
2020-08-15,North Dakota,1.75
2020-08-15,Ohio,1.576271186440678
2020-08-15,Oklahoma,2.2439024390243905
2020-08-15,Oregon,0.7857142857142857
2020-08-15,Pennsylvania,0.9615384615384616
2020-08-15,Puerto Rico,0.134
2020-08-15,Rhode Island,No Data
2020-08-15,South Carolina,4.462962962962963
2020-08-15,South Dakota,1.2222222222222223
2020-08-15,Tennessee,2.507042253521127
2020-08-15,Texas,4.5147540983606556
2020-08-15,Utah,0.9411764705882353
2020-08-15,Vermont,0.0
2020-08-15,Virginia,1.1724137931034482
2020-08-15,Washington,0.9871794871794872
2020-08-15,West Virginia,0.7777777777777778
2020-08-15,Wisconsin,0.7796610169491526
2020-08-15,Wyoming,No Data
2020-08-22,Alabama,4.098039215686274
2020-08-22,Alaska,No Data
2020-08-22,Arizona,2.3513513513513513
2020-08-22,Arkansas,3.193548387096774
2020-08-22,California,2.128205128205128
2020-08-22,Colorado,0.3220338983050847
2020-08-22,Connecticut,No Data
2020-08-22,Delaware,No Data
2020-08-22,Maryland,1.0294117647058825
2020-08-22,Florida,4.247787610619469
2020-08-22,Georgia,3.772727272727273
2020-08-22,Hawaii,1.0
2020-08-22,Idaho,2.85
2020-08-22,Illinois,0.784
2020-08-22,Indiana,1.4202898550724639
2020-08-22,Iowa,1.96875
2020-08-22,Kansas,1.3793103448275863
2020-08-22,Kentucky,1.711111111111111
2020-08-22,Louisiana,4.3478260869565215
2020-08-22,Maine,No Data
2020-08-22,Massachusetts,0.4714285714285714
2020-08-22,Michigan,0.57
2020-08-22,Minnesota,1.0350877192982457
2020-08-22,Mississippi,6.620689655172414
2020-08-22,Missouri,1.6451612903225807
2020-08-22,Montana,1.0909090909090908
2020-08-22,Nebraska,1.35
2020-08-22,Nevada,3.15625
2020-08-22,New Hampshire,No Data
2020-08-22,New Jersey,0.3870967741935484
2020-08-22,New Mexico,1.0
2020-08-22,New York,0.29081632653061223
2020-08-22,North Carolina,1.9907407407407407
2020-08-22,North Dakota,No Data
2020-08-22,Ohio,1.5423728813559323
2020-08-22,Oklahoma,1.853658536585366
2020-08-22,Oregon,0.5714285714285714
2020-08-22,Pennsylvania,0.7538461538461538
2020-08-22,Puerto Rico,0.096
2020-08-22,Rhode Island,1.5454545454545454
2020-08-22,South Carolina,3.8333333333333335
2020-08-22,South Dakota,1.1111111111111112
2020-08-22,Tennessee,1.971830985915493
2020-08-22,Texas,3.2918032786885245
2020-08-22,Utah,0.5294117647058824
2020-08-22,Vermont,0.0
2020-08-22,Virginia,1.4367816091954022
2020-08-22,Washington,0.6666666666666666
2020-08-22,West Virginia,1.7222222222222223
2020-08-22,Wisconsin,0.6440677966101694
2020-08-22,Wyoming,No Data
2020-08-29,Alabama,3.627450980392157
2020-08-29,Alaska,No Data
2020-08-29,Arizona,1.7432432432432432
2020-08-29,Arkansas,3.064516129032258
2020-08-29,California,1.8666666666666667
2020-08-29,Colorado,0.4915254237288136
2020-08-29,Connecticut,No Data
2020-08-29,Delaware,No Data
2020-08-29,Maryland,0.8382352941176471
2020-08-29,Florida,3.575221238938053
2020-08-29,Georgia,3.1545454545454548
2020-08-29,Hawaii,2.5
2020-08-29,Idaho,1.4
2020-08-29,Illinois,1.056
2020-08-29,Indiana,1.144927536231884
2020-08-29,Iowa,2.40625
2020-08-29,Kansas,1.7586206896551724
2020-08-29,Kentucky,1.6
2020-08-29,Louisiana,3.5652173913043477
2020-08-29,Maine,No Data
2020-08-29,Massachusetts,0.37142857142857144
2020-08-29,Michigan,0.61
2020-08-29,Minnesota,0.7192982456140351
2020-08-29,Mississippi,5.517241379310345
2020-08-29,Missouri,2.0806451612903225
2020-08-29,Montana,1.0909090909090908
2020-08-29,Nebraska,0.65
2020-08-29,Nevada,2.5
2020-08-29,New Hampshire,No Data
2020-08-29,New Jersey,0.3548387096774194
2020-08-29,New Mexico,0.9047619047619048
2020-08-29,New York,0.22448979591836735
2020-08-29,North Carolina,1.7777777777777777
2020-08-29,North Dakota,No Data
2020-08-29,Ohio,1.576271186440678
2020-08-29,Oklahoma,1.975609756097561
2020-08-29,Oregon,0.8095238095238095
2020-08-29,Pennsylvania,0.7923076923076923
2020-08-29,Puerto Rico,0.054
2020-08-29,Rhode Island,No Data
2020-08-29,South Carolina,3.7222222222222223
2020-08-29,South Dakota,1.4444444444444444
2020-08-29,Tennessee,2.5492957746478875
2020-08-29,Texas,2.7967213114754097
2020-08-29,Utah,0.3235294117647059
2020-08-29,Vermont,0.0
2020-08-29,Virginia,1.2758620689655173
2020-08-29,Washington,0.5897435897435898
2020-08-29,West Virginia,1.7777777777777777
2020-08-29,Wisconsin,0.7288135593220338
2020-08-29,Wyoming,0.0
2020-09-05,Alabama,3.0588235294117645
2020-09-05,Alaska,No Data
2020-09-05,Arizona,1.2972972972972974
2020-09-05,Arkansas,2.838709677419355
2020-09-05,California,1.5743589743589743
2020-09-05,Colorado,0.3389830508474576
2020-09-05,Connecticut,No Data
2020-09-05,Delaware,No Data
2020-09-05,Maryland,0.8088235294117647
2020-09-05,Florida,2.911504424778761
2020-09-05,Georgia,2.3727272727272726
2020-09-05,Hawaii,2.2142857142857144
2020-09-05,Idaho,1.9
2020-09-05,Illinois,0.952
2020-09-05,Indiana,1.0724637681159421
2020-09-05,Iowa,1.84375
2020-09-05,Kansas,1.3448275862068966
2020-09-05,Kentucky,1.9111111111111112
2020-09-05,Louisiana,2.5434782608695654
2020-09-05,Maine,No Data
2020-09-05,Massachusetts,0.2714285714285714
2020-09-05,Michigan,0.54
2020-09-05,Minnesota,0.8947368421052632
2020-09-05,Mississippi,4.0
2020-09-05,Missouri,1.8225806451612903
2020-09-05,Montana,1.7272727272727273
2020-09-05,Nebraska,1.75
2020-09-05,Nevada,2.40625
2020-09-05,New Hampshire,No Data
2020-09-05,New Jersey,0.34408602150537637
2020-09-05,New Mexico,0.5238095238095238
2020-09-05,New York,0.2653061224489796
2020-09-05,North Carolina,1.962962962962963
2020-09-05,North Dakota,1.75
2020-09-05,Ohio,1.4322033898305084
2020-09-05,Oklahoma,1.853658536585366
2020-09-05,Oregon,0.5
2020-09-05,Pennsylvania,0.6615384615384615
2020-09-05,Puerto Rico,0.096
2020-09-05,Rhode Island,No Data
2020-09-05,South Carolina,3.388888888888889
2020-09-05,South Dakota,2.0
2020-09-05,Tennessee,2.1267605633802815
2020-09-05,Texas,2.3114754098360657
2020-09-05,Utah,0.5588235294117647
2020-09-05,Vermont,0.0
2020-09-05,Virginia,1.4137931034482758
2020-09-05,Washington,0.5384615384615384
2020-09-05,West Virginia,1.5555555555555556
2020-09-05,Wisconsin,0.6779661016949152
2020-09-05,Wyoming,No Data
2020-09-12,Alabama,2.7058823529411766
2020-09-12,Alaska,No Data
2020-09-12,Arizona,0.8243243243243243
2020-09-12,Arkansas,3.3870967741935485
2020-09-12,California,1.358974358974359
2020-09-12,Colorado,0.559322033898305
2020-09-12,Connecticut,No Data
2020-09-12,Delaware,No Data
2020-09-12,Maryland,0.5588235294117647
2020-09-12,Florida,2.3230088495575223
2020-09-12,Georgia,2.381818181818182
2020-09-12,Hawaii,2.4285714285714284
2020-09-12,Idaho,1.25
2020-09-12,Illinois,0.952
2020-09-12,Indiana,1.3043478260869565
2020-09-12,Iowa,1.90625
2020-09-12,Kansas,1.9310344827586208
2020-09-12,Kentucky,1.6
2020-09-12,Louisiana,2.608695652173913
2020-09-12,Maine,No Data
2020-09-12,Massachusetts,0.3142857142857143
2020-09-12,Michigan,0.41
2020-09-12,Minnesota,1.0
2020-09-12,Mississippi,3.7586206896551726
2020-09-12,Missouri,2.5
2020-09-12,Montana,2.272727272727273
2020-09-12,Nebraska,1.25
2020-09-12,Nevada,1.9375
2020-09-12,New Hampshire,No Data
2020-09-12,New Jersey,0.3763440860215054
2020-09-12,New Mexico,No Data
2020-09-12,New York,0.22959183673469385
2020-09-12,North Carolina,1.8888888888888888
2020-09-12,North Dakota,1.5
2020-09-12,Ohio,1.3305084745762712
2020-09-12,Oklahoma,1.951219512195122
2020-09-12,Oregon,0.5476190476190477
2020-09-12,Pennsylvania,0.7615384615384615
2020-09-12,Puerto Rico,0.142
2020-09-12,Rhode Island,No Data
2020-09-12,South Carolina,2.6481481481481484
2020-09-12,South Dakota,2.2222222222222223
2020-09-12,Tennessee,2.6056338028169015
2020-09-12,Texas,1.8950819672131147
2020-09-12,Utah,0.35294117647058826
2020-09-12,Vermont,0.0
2020-09-12,Virginia,1.3563218390804597
2020-09-12,Washington,0.3974358974358974
2020-09-12,West Virginia,1.2777777777777777
2020-09-12,Wisconsin,0.7966101694915254
2020-09-12,Wyoming,No Data
2020-09-19,Alabama,2.7254901960784315
2020-09-19,Alaska,No Data
2020-09-19,Arizona,0.8918918918918919
2020-09-19,Arkansas,2.6129032258064515
2020-09-19,California,1.235897435897436
2020-09-19,Colorado,0.3559322033898305
2020-09-19,Connecticut,0.3333333333333333
2020-09-19,Delaware,No Data
2020-09-19,Maryland,0.7205882352941176
2020-09-19,Florida,1.9292035398230087
2020-09-19,Georgia,2.0545454545454547
2020-09-19,Hawaii,2.2857142857142856
2020-09-19,Idaho,0.9
2020-09-19,Illinois,1.048
2020-09-19,Indiana,1.434782608695652
2020-09-19,Iowa,1.5
2020-09-19,Kansas,1.7586206896551724
2020-09-19,Kentucky,1.3777777777777778
2020-09-19,Louisiana,2.0652173913043477
2020-09-19,Maine,No Data
2020-09-19,Massachusetts,0.38571428571428573
2020-09-19,Michigan,0.56
2020-09-19,Minnesota,0.8245614035087719
2020-09-19,Mississippi,3.6551724137931036
2020-09-19,Missouri,2.1774193548387095
2020-09-19,Montana,1.3636363636363635
2020-09-19,Nebraska,1.2
2020-09-19,Nevada,1.59375
2020-09-19,New Hampshire,No Data
2020-09-19,New Jersey,0.3763440860215054
2020-09-19,New Mexico,0.47619047619047616
2020-09-19,New York,0.25510204081632654
2020-09-19,North Carolina,2.1203703703703702
2020-09-19,North Dakota,2.125
2020-09-19,Ohio,1.1101694915254237
2020-09-19,Oklahoma,1.8780487804878048
2020-09-19,Oregon,0.40476190476190477
2020-09-19,Pennsylvania,0.7230769230769231
2020-09-19,Puerto Rico,0.09
2020-09-19,Rhode Island,1.3636363636363635
2020-09-19,South Carolina,2.537037037037037
2020-09-19,South Dakota,2.888888888888889
2020-09-19,Tennessee,2.183098591549296
2020-09-19,Texas,1.7114754098360656
2020-09-19,Utah,No Data
2020-09-19,Vermont,0.0
2020-09-19,Virginia,1.3563218390804597
2020-09-19,Washington,0.5641025641025641
2020-09-19,West Virginia,2.0
2020-09-19,Wisconsin,0.6101694915254238
2020-09-19,Wyoming,No Data
2020-09-26,Alabama,2.0588235294117645
2020-09-26,Alaska,No Data
2020-09-26,Arizona,0.7567567567567568
2020-09-26,Arkansas,3.032258064516129
2020-09-26,California,1.1615384615384616
2020-09-26,Colorado,0.4067796610169492
2020-09-26,Connecticut,No Data
2020-09-26,Delaware,No Data
2020-09-26,Maryland,0.7205882352941176
2020-09-26,Florida,1.8761061946902655
2020-09-26,Georgia,2.0
2020-09-26,Hawaii,1.8571428571428572
2020-09-26,Idaho,1.25
2020-09-26,Illinois,1.136
2020-09-26,Indiana,1.463768115942029
2020-09-26,Iowa,1.78125
2020-09-26,Kansas,1.9655172413793103
2020-09-26,Kentucky,1.5777777777777777
2020-09-26,Louisiana,1.7391304347826086
2020-09-26,Maine,No Data
2020-09-26,Massachusetts,0.34285714285714286
2020-09-26,Michigan,0.52
2020-09-26,Minnesota,1.0
2020-09-26,Mississippi,3.5517241379310347
2020-09-26,Missouri,2.967741935483871
2020-09-26,Montana,1.8181818181818181
2020-09-26,Nebraska,1.3
2020-09-26,Nevada,1.28125
2020-09-26,New Hampshire,No Data
2020-09-26,New Jersey,0.34408602150537637
2020-09-26,New Mexico,0.5714285714285714
2020-09-26,New York,0.20918367346938777
2020-09-26,North Carolina,1.8796296296296295
2020-09-26,North Dakota,5.75
2020-09-26,Ohio,1.228813559322034
2020-09-26,Oklahoma,2.1951219512195124
2020-09-26,Oregon,0.40476190476190477
2020-09-26,Pennsylvania,0.7230769230769231
2020-09-26,Puerto Rico,0.09
2020-09-26,Rhode Island,1.0
2020-09-26,South Carolina,2.2777777777777777
2020-09-26,South Dakota,3.888888888888889
2020-09-26,Tennessee,2.3943661971830985
2020-09-26,Texas,1.681967213114754
2020-09-26,Utah,0.7058823529411765
2020-09-26,Vermont,0.0
2020-09-26,Virginia,1.0344827586206897
2020-09-26,Washington,0.6282051282051282
2020-09-26,West Virginia,1.3333333333333333
2020-09-26,Wisconsin,1.0169491525423728
2020-09-26,Wyoming,No Data
2020-10-03,Alabama,2.176470588235294
2020-10-03,Alaska,No Data
2020-10-03,Arizona,0.47297297297297297
2020-10-03,Arkansas,3.7419354838709675
2020-10-03,California,0.8871794871794871
2020-10-03,Colorado,0.5932203389830508
2020-10-03,Connecticut,0.4444444444444444
2020-10-03,Delaware,1.3
2020-10-03,Maryland,0.75
2020-10-03,Florida,1.420353982300885
2020-10-03,Georgia,1.518181818181818
2020-10-03,Hawaii,1.4285714285714286
2020-10-03,Idaho,1.55
2020-10-03,Illinois,1.2
2020-10-03,Indiana,2.1449275362318843
2020-10-03,Iowa,2.59375
2020-10-03,Kansas,2.3793103448275863
2020-10-03,Kentucky,1.4
2020-10-03,Louisiana,1.608695652173913
2020-10-03,Maine,No Data
2020-10-03,Massachusetts,0.38571428571428573
2020-10-03,Michigan,0.78
2020-10-03,Minnesota,1.280701754385965
2020-10-03,Mississippi,3.0689655172413794
2020-10-03,Missouri,3.903225806451613
2020-10-03,Montana,2.909090909090909
2020-10-03,Nebraska,2.05
2020-10-03,Nevada,1.15625
2020-10-03,New Hampshire,No Data
2020-10-03,New Jersey,0.3655913978494624
2020-10-03,New Mexico,0.8095238095238095
2020-10-03,New York,0.4387755102040817
2020-10-03,North Carolina,1.7777777777777777
2020-10-03,North Dakota,7.375
2020-10-03,Ohio,1.1779661016949152
2020-10-03,Oklahoma,2.1219512195121952
2020-10-03,Oregon,0.5
2020-10-03,Pennsylvania,0.9615384615384616
2020-10-03,Puerto Rico,0.1
2020-10-03,Rhode Island,0.9090909090909091
2020-10-03,South Carolina,1.9259259259259258
2020-10-03,South Dakota,4.555555555555555
2020-10-03,Tennessee,1.9014084507042253
2020-10-03,Texas,1.4327868852459016
2020-10-03,Utah,0.8529411764705882
2020-10-03,Vermont,0.0
2020-10-03,Virginia,1.0689655172413792
2020-10-03,Washington,0.6282051282051282
2020-10-03,West Virginia,1.2777777777777777
2020-10-03,Wisconsin,1.4406779661016949
2020-10-03,Wyoming,No Data
2020-10-10,Alabama,2.6862745098039214
2020-10-10,Alaska,No Data
2020-10-10,Arizona,0.7162162162162162
2020-10-10,Arkansas,4.516129032258065
2020-10-10,California,0.9615384615384616
2020-10-10,Colorado,0.6440677966101694
2020-10-10,Connecticut,0.4722222222222222
2020-10-10,Delaware,1.2
2020-10-10,Maryland,0.9558823529411764
2020-10-10,Florida,1.4955752212389382
2020-10-10,Georgia,1.518181818181818
2020-10-10,Hawaii,1.4285714285714286
2020-10-10,Idaho,1.25
2020-10-10,Illinois,1.512
2020-10-10,Indiana,2.0579710144927534
2020-10-10,Iowa,3.125
2020-10-10,Kansas,2.896551724137931
2020-10-10,Kentucky,2.022222222222222
2020-10-10,Louisiana,1.8695652173913044
2020-10-10,Maine,No Data
2020-10-10,Massachusetts,0.4
2020-10-10,Michigan,0.86
2020-10-10,Minnesota,1.4912280701754386
2020-10-10,Mississippi,2.6551724137931036
2020-10-10,Missouri,3.725806451612903
2020-10-10,Montana,4.181818181818182
2020-10-10,Nebraska,2.6
2020-10-10,Nevada,1.3125
2020-10-10,New Hampshire,1.1428571428571428
2020-10-10,New Jersey,0.5806451612903226
2020-10-10,New Mexico,0.7619047619047619
2020-10-10,New York,0.38265306122448983
2020-10-10,North Carolina,1.9351851851851851
2020-10-10,North Dakota,8.75
2020-10-10,Ohio,1.4152542372881356
2020-10-10,Oklahoma,2.951219512195122
2020-10-10,Oregon,0.5714285714285714
2020-10-10,Pennsylvania,1.146153846153846
2020-10-10,Puerto Rico,0.082
2020-10-10,Rhode Island,1.7272727272727273
2020-10-10,South Carolina,1.6851851851851851
2020-10-10,South Dakota,4.888888888888889
2020-10-10,Tennessee,2.5774647887323945
2020-10-10,Texas,1.639344262295082
2020-10-10,Utah,1.3235294117647058
2020-10-10,Vermont,0.0
2020-10-10,Virginia,1.103448275862069
2020-10-10,Washington,0.5
2020-10-10,West Virginia,1.8888888888888888
2020-10-10,Wisconsin,2.152542372881356
2020-10-10,Wyoming,No Data
2020-10-17,Alabama,2.4705882352941178
2020-10-17,Alaska,1.4285714285714286
2020-10-17,Arizona,0.6351351351351351
2020-10-17,Arkansas,4.741935483870968
2020-10-17,California,0.782051282051282
2020-10-17,Colorado,0.6949152542372882
2020-10-17,Connecticut,0.8611111111111112
2020-10-17,Delaware,1.7
2020-10-17,Maryland,0.6323529411764706
2020-10-17,Florida,1.4690265486725664
2020-10-17,Georgia,1.4090909090909092
2020-10-17,Hawaii,1.2857142857142858
2020-10-17,Idaho,1.85
2020-10-17,Illinois,1.832
2020-10-17,Indiana,2.927536231884058
2020-10-17,Iowa,3.59375
2020-10-17,Kansas,3.3793103448275863
2020-10-17,Kentucky,2.3333333333333335
2020-10-17,Louisiana,1.6521739130434783
2020-10-17,Maine,No Data
2020-10-17,Massachusetts,0.6571428571428571
2020-10-17,Michigan,1.26
2020-10-17,Minnesota,1.7543859649122806
2020-10-17,Mississippi,2.7241379310344827
2020-10-17,Missouri,3.467741935483871
2020-10-17,Montana,4.636363636363637
2020-10-17,Nebraska,2.55
2020-10-17,Nevada,1.0
2020-10-17,New Hampshire,No Data
2020-10-17,New Jersey,0.6236559139784946
2020-10-17,New Mexico,1.0
2020-10-17,New York,0.5051020408163265
2020-10-17,North Carolina,2.0
2020-10-17,North Dakota,7.375
2020-10-17,Ohio,1.694915254237288
2020-10-17,Oklahoma,2.7560975609756095
2020-10-17,Oregon,0.8333333333333334
2020-10-17,Pennsylvania,1.1846153846153846
2020-10-17,Puerto Rico,0.082
2020-10-17,Rhode Island,2.272727272727273
2020-10-17,South Carolina,2.185185185185185
2020-10-17,South Dakota,6.0
2020-10-17,Tennessee,3.2253521126760565
2020-10-17,Texas,1.8491803278688526
2020-10-17,Utah,1.088235294117647
2020-10-17,Vermont,0.0
2020-10-17,Virginia,1.1954022988505748
2020-10-17,Washington,0.5641025641025641
2020-10-17,West Virginia,1.1666666666666667
2020-10-17,Wisconsin,3.288135593220339
2020-10-17,Wyoming,2.1666666666666665
2020-10-24,Alabama,2.3333333333333335
2020-10-24,Alaska,No Data
2020-10-24,Arizona,0.8513513513513513
2020-10-24,Arkansas,4.774193548387097
2020-10-24,California,0.7589743589743589
2020-10-24,Colorado,1.0508474576271187
2020-10-24,Connecticut,0.8888888888888888
2020-10-24,Delaware,2.0
2020-10-24,Maryland,0.9264705882352942
2020-10-24,Florida,1.2920353982300885
2020-10-24,Georgia,1.5818181818181818
2020-10-24,Hawaii,1.0
2020-10-24,Idaho,2.1
2020-10-24,Illinois,2.128
2020-10-24,Indiana,3.028985507246377
2020-10-24,Iowa,4.0625
2020-10-24,Kansas,4.103448275862069
2020-10-24,Kentucky,3.1555555555555554
2020-10-24,Louisiana,1.5434782608695652
2020-10-24,Maine,No Data
2020-10-24,Massachusetts,0.8428571428571429
2020-10-24,Michigan,1.65
2020-10-24,Minnesota,2.175438596491228
2020-10-24,Mississippi,3.103448275862069
2020-10-24,Missouri,4.145161290322581
2020-10-24,Montana,7.090909090909091
2020-10-24,Nebraska,3.75
2020-10-24,Nevada,1.15625
2020-10-24,New Hampshire,0.7857142857142857
2020-10-24,New Jersey,0.7741935483870968
2020-10-24,New Mexico,2.4285714285714284
2020-10-24,New York,0.49489795918367346
2020-10-24,North Carolina,2.0185185185185186
2020-10-24,North Dakota,8.375
2020-10-24,Ohio,2.1610169491525424
2020-10-24,Oklahoma,4.146341463414634
2020-10-24,Oregon,0.6904761904761905
2020-10-24,Pennsylvania,1.3384615384615384
2020-10-24,Puerto Rico,0.074
2020-10-24,Rhode Island,1.8181818181818181
2020-10-24,South Carolina,2.3518518518518516
2020-10-24,South Dakota,6.666666666666667
2020-10-24,Tennessee,3.3380281690140845
2020-10-24,Texas,2.278688524590164
2020-10-24,Utah,1.1176470588235294
2020-10-24,Vermont,0.0
2020-10-24,Virginia,1.3908045977011494
2020-10-24,Washington,0.8717948717948718
2020-10-24,West Virginia,1.5555555555555556
2020-10-24,Wisconsin,4.745762711864407
2020-10-24,Wyoming,3.6666666666666665
2020-10-31,Alabama,2.5686274509803924
2020-10-31,Alaska,1.4285714285714286
2020-10-31,Arizona,1.1081081081081081
